codigo_sigtap,nome,grupo,subgrupo,forma_organizacao,competencia
0202031055,PROVAS DE PRAUSNITZ-KUSTNER (PK),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031063,PROVAS IMUNO-ALERGICAS BACTERIANAS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031071,QUANTIFICAÇÃO DE RNA DO HIV-1,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031080,QUANTIFICAÇÃO DE RNA DO VÍRUS DA HEPATITE C,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031101,REAÇÃO DE MONTENEGRO ID,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031110,"TESTE NÃO TREPONEMICO P/ DETECÇÃO DE SIFILIS PARA POPULAÇÃO GERAL (EXCETO GESTANTE, PARCEIRO OU PARCERIA)",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031144,TESTES ALERGICOS DE CONTATO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031152,TESTES CUTANEOS DE LEITURA IMEDIATA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031179,TESTE NÃO TREPONEMICO P/ DETECÇÃO DE SIFILIS EM GESTANTES,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031187,DOSAGEM DE ANTICORPOS ANTITRANSGLUTAMINAISE RECOMBINANTE HUMANO IGA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031195,DOSAGEM DA FRAÇÃO C1Q DO COMPLEMENTO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031209,DOSAGEM DE TROPONINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031217,DOSAGEM DO ANTÍGENO CA 125,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031225,EXAME LABORATORIAL PARA DOENÇA DE GAUCHER I,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031233,EXAME LABORATORIAL PARA DOENÇA DE GAUCHER II,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031241,GENOTIPAGEM DO HIV,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031276,DOSAGEM DE ADENOSINA-DESAMINASE (ADA),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031284,ANTIBETA 2 GLICOPROTEINA I -IGG,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031292,DOSAGEM DE ANTI-BETA-2-GLICOPROTEÍNA I - IGM,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031306,DIAGNÓSTICO E REAVALIAÇÃO DE HEMOGLOBINÚRIA PAROXISTICA NOTURNA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031314,DOSAGEM DE ANTICORPO ANTI-ACHR,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031322,DOSAGEM DE SIROLIMO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031365,TESTE DE LIBERAÇÃO DE INTERFERON-GAMA PARA ILTB (IGRA),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031373,DOSAGEM DE ANTICORPOS ANTIGLIADINADEAMINADA IGG,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031381,"TESTE TREPONÊMICO LABORATORIAL PARA DETECÇÃO DE SÍFILIS PARA POPULAÇÃO GERAL (EXCETO GESTANTE, PARCEIRO OU PARCERIA)",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031390,TESTE TREPONÊMICO LABORATORIAL P/ DETECÇÃO DE SÍFILIS EM GESTANTE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031403,TESTE TREPONÊMICO LABORATORIAL P/ DETECÇÃO DE SÍFILIS EM PARCEIRO OU PARCERIA DE GESTANTE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031411,"TESTE FTA-ABS TOTAL PARA DIAGNÓSTICO DA SÍFILIS PARA POPULAÇÃO GERAL (EXCETO GESTANTE, PARCEIRO OU PARCERIA)",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031420,TESTE FTA-ABS TOTAL PARA DIAGNÓSTICO DA SÍFILIS EM GESTANTE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031438,TESTE FTA-ABS TOTAL PARA DIAGNÓSTICO DA SÍFILIS EM PARCEIRO OU PARCERIA DE GESTANTE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031446,"PESQUISA LABORATORIAL DE ANTÍGENO DE SUPERFÍCIE DO VÍRUS DA HEPATITE B (HBSAG) PARA POPULAÇÃO GERAL (EXCETO GESTANTE, PARCEIRO OU PARCERIA)",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031454,PESQUISA LABORATORIAL DE ANTÍGENO DE SUPERFÍCIE DO VÍRUS DA HEPATITE B (HBSAG) EM GESTANTE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031462,PESQUISA LABORATORIAL DE ANTÍGENO DE SUPERFÍCIE DO VÍRUS DA HEPATITE B (HBSAG) EM PARCEIRO OU PARCERIA DE GESTANTE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031470,"PESQUISA LABORATORIAL DE ANTICORPOS CONTRA O VÍRUS DA HEPATITE C (ANTI-HCV) PARA POPULAÇÃO GERAL (EXCETO GESTANTE, PARCEIRO OU PARCERIA)",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031489,PESQUISA LABORATORIAL DE ANTICORPOS CONTRA O VÍRUS DA HEPATITE C (ANTI-HCV) EM GESTANTE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031497,PESQUISA LABORATORIAL DE ANTICORPOS CONTRA O VÍRUS DA HEPATITE C (ANTI-HCV) EM PARCEIRO OU PARCERIA DE GESTANTE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031500,"PESQUISA LABORATORIAL DE ANTÍGENOS DE HIV E/OU ANTICORPOS ANTI-HIV-1 OU ANTI-HIV-2 PARA POPULAÇÃO GERAL (EXCETO GESTANTE, PARCEIRO OU PARCERIA)",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031519,PESQUISA LABORATORIAL DE ANTÍGENOS DE HIV OU ANTICORPOS ANTI-HIV-1 OU ANTI-HIV-2 EM GESTANTE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031527,PESQUISA LABORATORIAL DE ANTÍGENOS DE HIV OU ANTICORPOS ANTI-HIV-1 OU ANTI-HIV-2 EM PARCEIRO E PARCERIA DE GESTANTE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031535,"PESQUISA LABORATORIAL DE ANTICORPOS ANTI-HTLV-1 + HTLV-2 PARA POPULAÇÃO GERAL (EXCETO GESTANTE, PARCEIRO OU PARCERIA)",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031543,PESQUISA LABORATORIAL DE ANTICORPOS ANTI-HTLV-1 + HTLV-2 EM GESTANTE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031551,PESQUISA LABORATORIAL DE ANTICORPOS ANTI-HTLV-1 + HTLV-2 EM PARCEIRO OU PARCERIA DE GESTANTE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031560,"DETECÇÃO DE DNA PROVIRAL DO HTLV-1 E DO HTLV-2 PARA POPULAÇÃO GERAL (EXCETO GESTANTE, PARCEIRO OU PARCERIA)",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031578,DETECÇÃO DE DNA PROVIRAL DO HTLV-1 E DO HTLV-2 EM GESTANTE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031586,DETECÇÃO DE DNA PROVIRAL DO HTLV-1 E DO HTLV-2 EM PARCEIRO OU PARCERIA DE GESTANTE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031594,"TESTE CONFIRMATÓRIO COM PESQUISA DE ANTICORPOS ANTI-HTLV-1 + ANTI-HTLV-2 PARA POPULAÇÃO GERAL (EXCETO GESTANTE, PARCEIRO OU PARCERIA)",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031608,TESTE CONFIRMATÓRIO COM PESQUISA DE ANTICORPOS ANTI-HTLV-1 + ANTI-HTLV-2 EM GESTANTE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031616,TESTE CONFIRMATÓRIO COM PESQUISA DE ANTICORPOS ANTI-HTLV-1 + ANTI-HTLV-2 EM PARCEIRO OU PARCERIA DE GESTANTE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202031624,TESTE NÃO TREPONÊMICO P/ DETECÇÃO DE SÍFILIS EM PARCEIRO OU PARCERIA DE GESTANTE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames sorológicos e imunológicos,202606
0202040011,DOSAGEM DE ESTERCOBILINOGENIO FECAL,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames coprológicos,202606
0202040020,DOSAGEM DE GORDURA FECAL,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames coprológicos,202606
0202040038,EXAME COPROLOGICO FUNCIONAL,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames coprológicos,202606
0202040046,IDENTIFICACAO DE FRAGMENTOS DE HELMINTOS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames coprológicos,202606
0202040054,PESQUISA DE ENTEROBIUS VERMICULARES (OXIURUS OXIURA),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames coprológicos,202606
0202040062,PESQUISA DE EOSINOFILOS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames coprológicos,202606
0202040070,PESQUISA DE GORDURA FECAL,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames coprológicos,202606
0202040089,PESQUISA DE LARVAS NAS FEZES,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames coprológicos,202606
0202040097,PESQUISA DE LEUCOCITOS NAS FEZES,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames coprológicos,202606
0202040100,PESQUISA DE LEVEDURAS NAS FEZES,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames coprológicos,202606
0202040119,PESQUISA DE OVOS DE SCHISTOSOMAS (EM FRAGMENTO DE MUCOSA),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames coprológicos,202606
0202040127,PESQUISA DE OVOS E CISTOS DE PARASITAS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames coprológicos,202606
0202040135,PESQUISA DE ROTAVIRUS NAS FEZES,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames coprológicos,202606
0202040143,PESQUISA DE SANGUE OCULTO NAS FEZES,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames coprológicos,202606
0202040151,PESQUISA DE SUBSTANCIAS REDUTORAS NAS FEZES,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames coprológicos,202606
0202040160,PESQUISA DE TRIPSINA NAS FEZES,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames coprológicos,202606
0202040178,PESQUISA DE TROFOZOITAS NAS FEZES,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames coprológicos,202606
0202040186,TESTE DE ELASTASE PANCREÁTICA FECAL,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames coprológicos,202606
0202050017,"ANALISE DE CARACTERES FISICOS, ELEMENTOS E SEDIMENTO DA URINA",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050025,CLEARANCE DE CREATININA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050033,CLEARANCE DE FOSFATO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050041,CLEARANCE DE UREIA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050050,CONTAGEM DE ADDIS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050068,DETERMINACAO DE OSMOLALIDADE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050076,IDENTIFICAÇÃO DE GLICÍDIOS URINÁRIOS POR CROMATOGRAFIA (CAMADA DELGADA),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050084,DOSAGEM DE CITRATO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050092,DOSAGEM DE MICROALBUMINA NA URINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050106,DOSAGEM DE OXALATO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050114,DOSAGEM DE PROTEINAS (URINA DE 24 HORAS),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050122,DOSAGEM E/OU FRACIONAMENTO DE ACIDOS ORGANICOS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050130,EXAME QUALITATIVO DE CALCULOS URINARIOS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050149,PESQUISA / DOSAGEM DE AMINOACIDOS (POR CROMATOGRAFIA),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050157,PESQUISA DE ALCAPTONA NA URINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050165,PESQUISA DE AMINOACIDOS NA URINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050173,PESQUISA DE BETA-MERCAPTO-LACTATO-DISSULFIDURIA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050181,PESQUISA DE CADEIAS LEVES KAPPA E LAMBDA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050190,PESQUISA DE CISTINA NA URINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050203,PESQUISA DE COPROPORFIRINA NA URINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050211,PESQUISA DE ERROS INATOS DO METABOLISMO NA URINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050220,PESQUISA DE FENIL-CETONA NA URINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050238,PESQUISA DE FRUTOSE NA URINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050246,PESQUISA DE GALACTOSE NA URINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050254,PESQUISA DE GONADOTROFINA CORIONICA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050262,PESQUISA DE HOMOCISTINA NA URINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050270,PESQUISA DE LACTOSE NA URINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050289,PESQUISA DE MUCOPOLISSACARIDEOS NA URINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050297,PESQUISA DE PORFOBILINOGENIO NA URINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050300,PESQUISA DE PROTEINAS URINARIAS (POR ELETROFORESE),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050319,PESQUISA DE TIROSINA NA URINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202050327,PROVA DE DILUICAO (URINA),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames de uroanálise,202606
0202060012,DETERMINAÇÃO DE ÍNDICE DE TIROXINA LIVRE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060020,DETERMINAÇÃO DE RETENÇÃO DE T3,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060039,DETERMINAÇÃO DE T3 REVERSO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060047,DOSAGEM DE 17-ALFA-HIDROXIPROGESTERONA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060055,DOSAGEM DE 17-CETOSTEROIDES TOTAIS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060063,DOSAGEM DE 17-HIDROXICORTICOSTEROIDES,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060071,DOSAGEM DE ACIDO 5-HIDROXI-INDOL-ACETICO (SEROTONINA),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060080,DOSAGEM DE ADRENOCORTICOTROFICO (ACTH),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060098,DOSAGEM DE ALDOSTERONA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060101,DOSAGEM DE AMP CICLICO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060110,DOSAGEM DE ANDROSTENEDIONA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060128,DOSAGEM DE CALCITONINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060136,DOSAGEM DE CORTISOL,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060144,DOSAGEM DE DEHIDROEPIANDROSTERONA (DHEA),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060152,DOSAGEM DE DIHIDROTESTOTERONA (DHT),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060160,DOSAGEM DE ESTRADIOL,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060179,DOSAGEM DE ESTRIOL,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060187,DOSAGEM DE ESTRONA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060195,DOSAGEM DE GASTRINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060209,DOSAGEM DE GLOBULINA TRANSPORTADORA DE TIROXINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060217,"DOSAGEM DE GONADOTROFINA CORIONICA HUMANA (HCG, BETA HCG)",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060225,DOSAGEM DE HORMONIO DE CRESCIMENTO (HGH),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060233,DOSAGEM DE HORMONIO FOLICULO-ESTIMULANTE (FSH),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060241,DOSAGEM DE HORMONIO LUTEINIZANTE (LH),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060250,DOSAGEM DE HORMONIO TIREOESTIMULANTE (TSH),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060268,DOSAGEM DE INSULINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060276,DOSAGEM DE PARATORMONIO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060284,DOSAGEM DE PEPTIDEO C,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060292,DOSAGEM DE PROGESTERONA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060306,DOSAGEM DE PROLACTINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060314,DOSAGEM DE RENINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060322,DOSAGEM DE SOMATOMEDINA C (IGF1),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060330,DOSAGEM DE SULFATO DE HIDROEPIANDROSTERONA (DHEAS),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060349,DOSAGEM DE TESTOSTERONA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060357,DOSAGEM DE TESTOSTERONA LIVRE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060365,DOSAGEM DE TIREOGLOBULINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060373,DOSAGEM DE TIROXINA (T4),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060381,DOSAGEM DE TIROXINA LIVRE (T4 LIVRE),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060390,DOSAGEM DE TRIIODOTIRONINA (T3),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060403,TESTE DE ESTIMULO DA PROLACTINA / TSH APOS TRH,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060411,TESTE DE ESTIMULO DA PROLACTINA APOS CLORPROMAZINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060420,TESTE DE ESTIMULO COM GNRH OU COM AGONISTA GNRH,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060438,TESTE DE ESTIMULO DO HGH APOS GLUCAGON,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060446,TESTE DE SUPRESSAO DO CORTISOL APOS DEXAMETASONA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060454,TESTE DE SUPRESSAO DO HGH APOS GLICOSE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060462,TESTE P/ INVESTIGACAO DO DIABETES INSIPIDUS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202060470,PESQUISA DE MACROPROLACTINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hormonais,202606
0202070018,DOSAGEM DE ACIDO DELTA-AMINOLEVULINICO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames toxicológicos ou de monitorização terapêutica,202606
0202070026,DOSAGEM DE ACIDO HIPURICO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames toxicológicos ou de monitorização terapêutica,202606
0202070034,DOSAGEM DE ACIDO MANDELICO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames toxicológicos ou de monitorização terapêutica,202606
0202070042,DOSAGEM DE ACIDO METIL-HIPURICO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames toxicológicos ou de monitorização terapêutica,202606
0202070050,DOSAGEM DE ACIDO VALPROICO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames toxicológicos ou de monitorização terapêutica,202606
0202070069,DOSAGEM DE ALA-DESIDRATASE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames toxicológicos ou de monitorização terapêutica,202606
0202070077,DOSAGEM DE ALCOOL ETILICO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames toxicológicos ou de monitorização terapêutica,202606
0202070085,DOSAGEM DE ALUMINIO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames toxicológicos ou de monitorização terapêutica,202606
0202070093,DOSAGEM DE AMINOGLICOSIDEOS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames toxicológicos ou de monitorização terapêutica,202606
0202070107,DOSAGEM DE ANFETAMINAS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames toxicológicos ou de monitorização terapêutica,202606
0202070115,DOSAGEM DE ANTIDEPRESSIVOS TRICICLICOS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames toxicológicos ou de monitorização terapêutica,202606
