codigo_sigtap,nome,grupo,subgrupo,forma_organizacao,competencia
0201010011,AMNIOCENTESE,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010020,BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010038,BIOPSIA CIRURGICA DE TIREOIDE,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010046,BIOPSIA DE ANUS E CANAL ANAL,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010054,BIOPSIA DE BACO POR PUNCAO / ASPIRACAO,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010062,BIOPSIA DE BEXIGA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010070,BIOPSIA DE BOLSA ESCROTAL,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010089,BIOPSIA DE CONDUTO AUDITIVO EXTERNO,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010097,BIOPSIA DE CONJUNTIVA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010100,BIOPSIA DE CORDAO ESPERMATICO (UNILATERAL),Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010119,BIOPSIA DE CORNEA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010127,BIOPSIA DE CORPO VERTEBRAL A CEU ABERTO,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010135,BIOPSIA DE CORPO VERTEBRAL LAMINA E PEDICULO VERTEBRAL (POR DISPOSITIVO GUIADO),Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010143,BIOPSIA DE ENDOCARDIO / MIOCARDIO,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010151,BIOPSIA DE ENDOMETRIO,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010160,BIOPSIA DE ENDOMETRIO POR ASPIRACAO MANUAL INTRA-UTERINA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010178,BIOPSIA DE EPIDIDIMO,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010186,BIOPSIA DE ESCLERA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010194,BIOPSIA DE FARINGE/LARINGE,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010208,BIOPSIA DE FIGADO EM CUNHA / FRAGMENTO,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010216,BIOPSIA DE FIGADO POR PUNCAO,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010224,BIOPSIA DE GANGLIO LINFATICO,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010232,BIÓPSIA DE GLÂNDULA SALIVAR,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010240,"BIOPSIA DE IRIS, CORPO CILIAR, RETINA, COROIDE, VITREO E TUMOR INTRA OCULAR",Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010259,BIOPSIA DE LAMINA PEDICULO E PROCESSOS VERTEBRAIS (A CEU ABERTO),Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010267,BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010275,BIOPSIA DE MEDULA OSSEA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010283,BIOPSIA DE MUSCULO (A CEU ABERTO),Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010291,BIOPSIA DE NERVO,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010305,BIOPSIA DE OSSO / CARTILAGEM DA CINTURA ESCAPULAR (POR AGULHA / CEU ABERTO),Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010313,BIOPSIA DE OSSO / CARTILAGEM DA CINTURA PELVICA (POR AGULHA / CEU ABERTO),Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010321,BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010330,BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010348,BIÓPSIA DE OSSO DO CRÂNIO E DA FACE,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010356,BIOPSIA DE PALPEBRA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010364,BIOPSIA DE PAVILHAO AURICULAR,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010372,BIOPSIA DE PELE E PARTES MOLES,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010380,BIOPSIA DE PENIS,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010399,BIOPSIA DE PIRAMIDE NASAL,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010402,BIOPSIA DE PLEURA (POR ASPIRAÇÃO/AGULHA / PLEUROSCOPIA),Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010410,BIÓPSIA DE PRÓSTATA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010429,BIOPSIA DE PULMAO POR ASPIRACAO,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010437,BIOPSIA DE RIM POR PUNCAO,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010445,BIOPSIA DE SEIO PARANASAL,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010453,BIOPSIA DE SINÓVIA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010461,BIOPSIA DE TESTICULO,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010470,BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010488,BIOPSIA DE URETER,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010496,BIOPSIA DE URETRA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010500,BIOPSIA/PUNÇÃO DE VAGINA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010518,BIOPSIA/PUNÇÃO DE VULVA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010526,BIÓPSIA DOS TECIDOS MOLES DA BOCA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010534,BIOPSIA ESTEREOTAXICA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010542,BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010550,BIOPSIA PRÉ-ESCALÊNICA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010569,BIOPSIA/EXERESE DE NÓDULO DE MAMA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010585,PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010593,PUNÇÃO DE CISTERNA SUB-OCCIPITAL,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010607,PUNÇÃO DE MAMA POR AGULHA GROSSA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010615,PUNÇÃO DE VAGINA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010623,PUNÇÃO EXPLORADORA DO DEFERENTE,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010631,PUNÇÃO LOMBAR,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010640,PUNÇÃO P/ ESVAZIAMENTO,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010658,PUNÇÃO VENTRICULAR TRANSFONTANELA,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201010666,BIOPSIA DO COLO UTERINO,Procedimentos com finalidade diagnóstica,Coleta de material,Coleta de material por meio de punção/biópsia,202606
0201020017,COLETA DE LAVADO BRONCO-ALVEOLAR,Procedimentos com finalidade diagnóstica,Coleta de material,Outras formas de coleta de material,202606
0201020025,COLETA DE LINFA PARA PESQUISA DE M. LEPRAE,Procedimentos com finalidade diagnóstica,Coleta de material,Outras formas de coleta de material,202606
0201020033,COLETA DE MATERIAL DO COLO DE ÚTERO PARA EXAME CITOPATOLÓGICO,Procedimentos com finalidade diagnóstica,Coleta de material,Outras formas de coleta de material,202606
0201020041,COLETA DE MATERIAL PARA EXAME LABORATORIAL,Procedimentos com finalidade diagnóstica,Coleta de material,Outras formas de coleta de material,202606
0201020050,COLETA DE SANGUE PARA TRIAGEM NEONATAL,Procedimentos com finalidade diagnóstica,Coleta de material,Outras formas de coleta de material,202606
0201020068,TIPIFICAÇÃO DO ALELO HLA-B,Procedimentos com finalidade diagnóstica,Coleta de material,Outras formas de coleta de material,202606
0201020076,COLETA DE MATERIAL DO COLO DO ÚTERO PARA EXAME MOLECULAR DE DETECÇÂO DE HPV,Procedimentos com finalidade diagnóstica,Coleta de material,Outras formas de coleta de material,202606
0201020084,"ENTREGA DE MATERIAL OBTIDO POR AUTO COLETA PARA EXAME MOLECULAR PARA DETECÇÃO DE HPV, NO COLO DO ÚTERO.",Procedimentos com finalidade diagnóstica,Coleta de material,Outras formas de coleta de material,202606
0202010015,CLEARANCE OSMOLAR,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010023,DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010031,DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010040,DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010058,DETERMINAÇÃO DE CURVA GLICÊMICA C/ INDUÇÃO POR CORTISONA ( 5 DOSAGENS),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010066,DETERMINAÇÃO DE CURVA GLICÊMICA C/ INDUÇÃO POR CORTISONA (4 DOSAGENS),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010074,DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010082,DETERMINAÇÃO DE OSMOLARIDADE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010090,DOSAGEM DE 5-NUCLEOTIDASE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010104,DOSAGEM DE ACETONA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010112,DOSAGEM DE ACIDO ASCORBICO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010120,DOSAGEM DE ACIDO URICO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010139,DOSAGEM DE ACIDO VANILMANDELICO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010147,DOSAGEM DE ALDOLASE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010155,DOSAGEM DE ALFA-1-ANTITRIPSINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010163,DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010171,DOSAGEM DE ALFA-2-MACROGLOBULINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010180,DOSAGEM DE AMILASE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010198,DOSAGEM DE AMONIA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010201,DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010210,DOSAGEM DE CALCIO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010228,DOSAGEM DE CALCIO IONIZAVEL,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010236,DOSAGEM DE CAROTENO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010244,DOSAGEM DE CATECOLAMINAS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010252,DOSAGEM DE CERULOPLASMINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010260,DOSAGEM DE CLORETO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010279,DOSAGEM DE COLESTEROL HDL,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010287,DOSAGEM DE COLESTEROL LDL,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010295,DOSAGEM DE COLESTEROL TOTAL,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010309,DOSAGEM DE COLINESTERASE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010317,DOSAGEM DE CREATININA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010325,DOSAGEM DE CREATINOFOSFOQUINASE (CPK),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010333,DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010341,DOSAGEM DE DESIDROGENASE ALFA-HIDROXIBUTIRICA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010350,DOSAGEM DE DESIDROGENASE GLUTAMICA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010368,DOSAGEM DE DESIDROGENASE LATICA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010376,DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010384,DOSAGEM DE FERRITINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010392,DOSAGEM DE FERRO SERICO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010406,DOSAGEM DE FOLATO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010414,DOSAGEM DE FOSFATASE ACIDA TOTAL,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010422,DOSAGEM DE FOSFATASE ALCALINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010430,DOSAGEM DE FOSFORO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010449,DOSAGEM DE FRACAO PROSTATICA DA FOSFATASE ACIDA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010457,DOSAGEM DE GALACTOSE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010465,DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010473,DOSAGEM DE GLICOSE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010481,DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010490,DOSAGEM DE HAPTOGLOBINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010503,DOSAGEM DE HEMOGLOBINA GLICOSILADA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010511,DOSAGEM DE HIDROXIPROLINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010520,DOSAGEM DE ISOMERASE-FOSFOHEXOSE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010538,DOSAGEM DE LACTATO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010546,DOSAGEM DE LEUCINO-AMINOPEPTIDASE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010554,DOSAGEM DE LIPASE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010562,DOSAGEM DE MAGNESIO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010570,DOSAGEM DE MUCO-PROTEINAS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010589,DOSAGEM DE PIRUVATO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010597,DOSAGEM DE PORFIRINAS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010600,DOSAGEM DE POTASSIO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010619,DOSAGEM DE PROTEINAS TOTAIS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010627,DOSAGEM DE PROTEINAS TOTAIS E FRACOES,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010635,DOSAGEM DE SODIO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010643,DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010651,DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010660,DOSAGEM DE TRANSFERRINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010678,DOSAGEM DE TRIGLICERIDEOS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010686,DOSAGEM DE TRIPTOFANO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010694,DOSAGEM DE UREIA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010708,DOSAGEM DE VITAMINA B12,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010716,ELETROFORESE DE LIPOPROTEINAS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010724,ELETROFORESE DE PROTEINAS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010732,GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010740,PROVA DA D-XILOSE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010759,TESTE DE TOLERÂNCIA A INSULINA / HIPOGLICEMIANTES ORAIS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010767,DOSAGEM DE 25 HIDROXIVITAMINA D,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010775,DETERMINAÇÃO DE CREMATÓCRITO NO LEITE HUMANO ORDENHADO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010783,ACIDEZ TITULÁVEL NO LEITE HUMANO (DORNIC),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202010791,DOSAGEM DE PEPTÍDEOS NATRIURÉTICOS TIPO B (BNP E NT-PROBNP),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames bioquimicos,202606
0202020010,CITOQUIMICA HEMATOLOGICA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020029,CONTAGEM DE PLAQUETAS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020037,CONTAGEM DE RETICULOCITOS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020045,DETERMINAÇÃO DE CURVA DE RESISTÊNCIA GLOBULAR,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020053,DETERMINAÇÃO DE ENZIMAS ERITROCITÁRIAS (CADA),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020061,DETERMINAÇÃO DE SULFO-HEMOGLOBINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020070,DETERMINAÇÃO DE TEMPO DE COAGULAÇÃO,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020088,DETERMINAÇÃO DE TEMPO DE LISE DA EUGLOBULINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020096,DETERMINAÇÃO DE TEMPO DE SANGRAMENTO -DUKE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020100,DETERMINAÇÃO DE TEMPO DE SANGRAMENTO DE IVY,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020118,DETERMINAÇÃO DE TEMPO DE SOBREVIDA DE HEMÁCIAS,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020126,DETERMINAÇÃO DE TEMPO DE TROMBINA,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020134,DETERMINAÇÃO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020142,DETERMINAÇÃO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020150,DETERMINAÇÃO DE VELOCIDADE DE HEMOSSEDIMENTAÇÃO (VHS),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020169,DOSAGEM DE ANTICOAGULANTE CIRCULANTE,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020177,DOSAGEM DE ANTITROMBINA III,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020185,DOSAGEM DE FATOR II,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020193,DOSAGEM DE FATOR IX,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020207,DOSAGEM DE FATOR V,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020215,DOSAGEM DE FATOR VII,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020223,DOSAGEM DE FATOR VIII,Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020231,DOSAGEM DE FATOR VIII (INIBIDOR),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
0202020240,DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO),Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico,Exames hematológicos e hemostasia,202606
