principio_ativo,nome_normalizado,forma_farmaceutica,unidade_dispensavel,concentracao_texto,via_administracao,aliases,fonte,versao_base
axetilcefuroxima,axetilcefuroxima 50 mg/ml pó para suspensão oral,pó para suspensão oral,pó,50 mg/ml,oral,AXETILCEFUROXIMA,ANVISA/CMED 2026-06,2026-06
axicabtageno ciloleucel,"axicabtageno ciloleucel 1,0 a 2,0 x 10 e6 cels t car positivas/kg suspensão injetável cassete alu bols",suspensão injetável cassete alu bols,suspensão,"1,0 a 2,0 x 10 e6 cels t car positivas/kg",intravenosa,YESCARTA,ANVISA/CMED 2026-06,2026-06
axitinibe,axitinibe 1 mg comprimido revestido,comprimido revestido,comprimido,1 mg,oral,INLYTA,ANVISA/CMED 2026-06,2026-06
axitinibe,axitinibe 5 mg comprimido revestido,comprimido revestido,comprimido,5 mg,oral,INLYTA,ANVISA/CMED 2026-06,2026-06
azacitidina,azacitidina 100 mg pó liofilizado para suspensão injetável,pó liofilizado para suspensão injetável,pó,100 mg,subcutânea,AZACITIDINA|AZILYS|AZLA|AZMID|WINDUZA|XPREZA,ANVISA/CMED 2026-06,2026-06
azacitidina,azacitidina 100 mg/200 mg pó liofilizado para suspensão injetável,pó liofilizado para suspensão injetável,pó,100 mg/200 mg,subcutânea,VIDAZA,ANVISA/CMED 2026-06,2026-06
azacitidina,azacitidina 150 mg pó liofilizado para suspensão injetável,pó liofilizado para suspensão injetável,pó,150 mg,subcutânea,WINDUZA,ANVISA/CMED 2026-06,2026-06
azatioprina,azatioprina 50 mg comprimido,comprimido,comprimido,50 mg,oral,FURP-AZATIOPRINA,ANVISA/CMED 2026-06,2026-06
azatioprina,azatioprina 50 mg comprimido revestido,comprimido revestido,comprimido,50 mg,oral,IMUNEN|IMURAN|IMUSSUPREX,ANVISA/CMED 2026-06,2026-06
azitromicina,azitromicina 1000 mg comprimido revestido,comprimido revestido,comprimido,1000 mg,oral,AZI,ANVISA/CMED 2026-06,2026-06
azitromicina,azitromicina 500 mg comprimido revestido,comprimido revestido,comprimido,500 mg,oral,AZI|AZINOSTIL|AZITROMICINA|AZITROMICINA DI-HIDRATADA,ANVISA/CMED 2026-06,2026-06
azitromicina,azitromicina 500 mg pó liofilizado para solução para infusão,pó liofilizado para solução para infusão,pó,500 mg,parenteral,AZITROMICINA MONOIDRATADA,ANVISA/CMED 2026-06,2026-06
azitromicina,azitromicina 40 mg/ml pó para suspensão oral,pó para suspensão oral,pó,40 mg/ml,oral,AZITROMICINA|ELIM,ANVISA/CMED 2026-06,2026-06
azitromicina di-hidratada,azitromicina di-hidratada 1 g comprimido revestido,comprimido revestido,comprimido,1 g,oral,AZITROMICINA|ELIM,ANVISA/CMED 2026-06,2026-06
azitromicina di-hidratada,azitromicina di-hidratada 1000 mg comprimido revestido,comprimido revestido,comprimido,1000 mg,oral,AZITROLAB|AZITROMICINA,ANVISA/CMED 2026-06,2026-06
azitromicina di-hidratada,azitromicina di-hidratada 500 mg comprimido revestido,comprimido revestido,comprimido,500 mg,oral,ASTRO|AZI|AZITROLAB|AZITROMED|AZITROMICINA|AZITROMICINA DI-HIDRATADA|AZITROMICINA DIIDRATADA|AZITROPHAR,ANVISA/CMED 2026-06,2026-06
azitromicina di-hidratada,azitromicina di-hidratada 500 mg pó liofilizado para solução para infusão,pó liofilizado para solução para infusão,pó,500 mg,parenteral,ASTRO IV|AZICIN|AZITROMICINA DI-HIDRATADA|ZITROMAX,ANVISA/CMED 2026-06,2026-06
azitromicina di-hidratada,azitromicina di-hidratada 500 mg pó para solução para infusão,pó para solução para infusão,pó,500 mg,intravenosa,AZITROMICINA DI-HIDRATADA,ANVISA/CMED 2026-06,2026-06
azitromicina di-hidratada,azitromicina di-hidratada 1500 mg pó para suspensão,pó para suspensão,pó,1500 mg,,AZITROMICINA,ANVISA/CMED 2026-06,2026-06
azitromicina di-hidratada,azitromicina di-hidratada 40 mg/ml pó para suspensão,pó para suspensão,pó,40 mg/ml,,AZITROMICINA,ANVISA/CMED 2026-06,2026-06
azitromicina di-hidratada,azitromicina di-hidratada 600 mg pó para suspensão,pó para suspensão,pó,600 mg,,AZITROMICINA,ANVISA/CMED 2026-06,2026-06
azitromicina di-hidratada,azitromicina di-hidratada 900 mg pó para suspensão,pó para suspensão,pó,900 mg,,AZITROMICINA,ANVISA/CMED 2026-06,2026-06
azitromicina di-hidratada,azitromicina di-hidratada 1500 mg pó para suspensão oral,pó para suspensão oral,pó,1500 mg,oral,ASTRO|AZITROMICINA|AZITROPHAR|ZIRK,ANVISA/CMED 2026-06,2026-06
azitromicina di-hidratada,azitromicina di-hidratada 40 mg/ml pó para suspensão oral,pó para suspensão oral,pó,40 mg/ml,oral,AZI|AZITROMICINA,ANVISA/CMED 2026-06,2026-06
azitromicina di-hidratada,azitromicina di-hidratada 600 mg pó para suspensão oral,pó para suspensão oral,pó,600 mg,oral,ASTRO|AZITROMICINA|AZITROMICINA DI-HIDRATADA|AZITROPHAR|ZIRK|ZITRONEO,ANVISA/CMED 2026-06,2026-06
azitromicina di-hidratada,azitromicina di-hidratada 900 mg pó para suspensão oral,pó para suspensão oral,pó,900 mg,oral,ASTRO|AZITROMICINA|AZITROMICINA DI-HIDRATADA|AZITROPHAR|ZIRK|ZITRONEO,ANVISA/CMED 2026-06,2026-06
azitromicina di-hidratada,azitromicina di-hidratada 900 mg pó para suspensão oral ext,pó para suspensão oral ext,pó,900 mg,oral,AZITROMICINA DI-HIDRATADA,ANVISA/CMED 2026-06,2026-06
aztreonam,aztreonam 1 g pó para solução injetável,pó para solução injetável,pó,1 g,"intramuscular, intravenosa",AZEUS,ANVISA/CMED 2026-06,2026-06
aztreonam,"aztreonam 1,0 g pó para solução injetável",pó para solução injetável,pó,"1,0 g",parenteral,AZANEM|AZTREONAM,ANVISA/CMED 2026-06,2026-06
bacillus cereus,bacillus cereus 1 x 10^6 end/ml suspensão oral,suspensão oral,suspensão,1 x 10^6 end/ml,oral,BIOVICERIN,ANVISA/CMED 2026-06,2026-06
bacitracina + sulfato de neomicina,bacitracina + sulfato de neomicina 5 mg + 250 ui/g pomada dermatológica,pomada dermatológica,pomada,5 mg + 250 ui/g,tópica,NEBACIMED,ANVISA/CMED 2026-06,2026-06
bacitracina + sulfato de neomicina,bacitracina + sulfato de neomicina 5 mg/g + 250 ui/g pomada dermatológica,pomada dermatológica,pomada,5 mg/g + 250 ui/g,tópica,KATRIZAN|SULFATO DE NEOMICINA + BACITRACINA|SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA,ANVISA/CMED 2026-06,2026-06
bacitracina + sulfato de neomicina,"bacitracina + sulfato de neomicina 5,0 mg/g + 250 ui/g pomada dermatológica",pomada dermatológica,pomada,"5,0 mg/g + 250 ui/g",tópica,BACTODERM,ANVISA/CMED 2026-06,2026-06
baclofeno,baclofeno 10 mg comprimido,comprimido,comprimido,10 mg,oral,BACLOFEN|BACLOFENO|BACLON|LIORESAL,ANVISA/CMED 2026-06,2026-06
bacopa monnieri (l.) wettst.,bacopa monnieri (l.) wettst. 225 mg comprimido revestido,comprimido revestido,comprimido,225 mg,oral,COGNITUS,ANVISA/CMED 2026-06,2026-06
baloxavir marboxila,baloxavir marboxila 20 mg comprimido revestido,comprimido revestido,comprimido,20 mg,oral,XOFLUZA,ANVISA/CMED 2026-06,2026-06
baloxavir marboxila,baloxavir marboxila 40 mg comprimido revestido,comprimido revestido,comprimido,40 mg,oral,XOFLUZA,ANVISA/CMED 2026-06,2026-06
baricitinibe,baricitinibe 2 mg comprimido revestido,comprimido revestido,comprimido,2 mg,oral,OLUMIANT,ANVISA/CMED 2026-06,2026-06
baricitinibe,baricitinibe 4 mg comprimido revestido,comprimido revestido,comprimido,4 mg,oral,OLUMIANT,ANVISA/CMED 2026-06,2026-06
basiliximab,basiliximab 20 mg pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,20 mg,parenteral,SIMULECT,ANVISA/CMED 2026-06,2026-06
belantamabe mafodotina,belantamabe mafodotina 100 mg pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,100 mg,intravenosa,BLENREP,ANVISA/CMED 2026-06,2026-06
belantamabe mafodotina,belantamabe mafodotina 70 mg pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,70 mg,intravenosa,BLENREP,ANVISA/CMED 2026-06,2026-06
belimumabe,belimumabe 400 mg pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,400 mg,parenteral,BENLYSTA,ANVISA/CMED 2026-06,2026-06
belimumabe,belimumabe 120 mg pó liofilizado para solução injetável in,pó liofilizado para solução injetável in,pó,120 mg,parenteral,BENLYSTA,ANVISA/CMED 2026-06,2026-06
belimumabe,belimumabe 200 mg/ml solução injetável,solução injetável,solução,200 mg/ml,parenteral,BENLYSTA,ANVISA/CMED 2026-06,2026-06
belinostate,belinostate 500 mg pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,500 mg,intravenosa,BELEODAQ,ANVISA/CMED 2026-06,2026-06
belzutifano,belzutifano 40 mg comprimido revestido,comprimido revestido,comprimido,40 mg,oral,WELIREG,ANVISA/CMED 2026-06,2026-06
bendamustina,bendamustina 100 mg pó liofilizado para solução para infusão,pó liofilizado para solução para infusão,pó,100 mg,intravenosa,RIBOMUSTIN,ANVISA/CMED 2026-06,2026-06
bendamustina,bendamustina 25 mg pó liofilizado para solução para infusão,pó liofilizado para solução para infusão,pó,25 mg,intravenosa,RIBOMUSTIN,ANVISA/CMED 2026-06,2026-06
benfotiamina,benfotiamina 150 mg comprimido revestido,comprimido revestido,comprimido,150 mg,oral,BENFIBE|BENFOTIAMINA|MILGAMMA|NOVOB|OMBET,ANVISA/CMED 2026-06,2026-06
benralizumabe,benralizumabe 30 mg/ml solução injetável,solução injetável,solução,30 mg/ml,parenteral,FASENRA,ANVISA/CMED 2026-06,2026-06
benzbromarona,benzbromarona 100 mg comprimido,comprimido,comprimido,100 mg,oral,ZILARICINA,ANVISA/CMED 2026-06,2026-06
benzeno + mentol,"benzeno + mentol 18,6+1,3 mg/ml solução oto",solução oto,solução,"18,6+1,3 mg/ml",,AURIS-SEDINA,ANVISA/CMED 2026-06,2026-06
benzilpenicilina benzatina,benzilpenicilina benzatina 1200000 ui pó para solução injetável,pó para solução injetável,pó,1200000 ui,parenteral,FURP-BENZILPENICILINA BENZATINA,ANVISA/CMED 2026-06,2026-06
benzilpenicilina benzatina,benzilpenicilina benzatina 600000 ui pó para solução injetável,pó para solução injetável,pó,600000 ui,parenteral,FURP-BENZILPENICILINA BENZATINA,ANVISA/CMED 2026-06,2026-06
benzilpenicilina benzatina,benzilpenicilina benzatina 300.000 u/ml suspensão injetável,suspensão injetável,suspensão,300.000 u/ml,intramuscular,BENZETACIL|BENZILPENICILINA BENZATINA,ANVISA/CMED 2026-06,2026-06
benzilpenicilina potássica,benzilpenicilina potássica 1.000.000 ui pó para solução injetável,pó para solução injetável,pó,1.000.000 ui,parenteral,CRISTACILINA,ANVISA/CMED 2026-06,2026-06
benzilpenicilina potássica,benzilpenicilina potássica 5.000.000 ui pó para solução injetável,pó para solução injetável,pó,5.000.000 ui,parenteral,ARICILINA|CRISTACILINA,ANVISA/CMED 2026-06,2026-06
benzilpenicilina potássica,benzilpenicilina potássica 5.400.000 ui pó para solução injetável,pó para solução injetável,pó,5.400.000 ui,"intravenosa, intramuscular",MEGAPEN,ANVISA/CMED 2026-06,2026-06
benzilpenicilina potássica,benzilpenicilina potássica 550.000 ui pó para solução injetável,pó para solução injetável,pó,550.000 ui,"intravenosa, intramuscular",MEGAPEN,ANVISA/CMED 2026-06,2026-06
benzilpenicilina potássica + benzilpenicilina procaína,benzilpenicilina potássica + benzilpenicilina procaína 400000 u inj cx 100 fa + 100 dil,,,400000 u inj cx 100 fa + 100 dil,,PENKARON,ANVISA/CMED 2026-06,2026-06
benzilpenicilina potássica + benzilpenicilina procaína,benzilpenicilina potássica + benzilpenicilina procaína 400000 u inj cx 100 fa vd trans,,,400000 u inj cx 100 fa vd trans,,PENKARON,ANVISA/CMED 2026-06,2026-06
benzilpenicilina potássica + benzilpenicilina procaína,benzilpenicilina potássica + benzilpenicilina procaína 400000 u inj cx 50 fa + 50 dil,,,400000 u inj cx 50 fa + 50 dil,,PENKARON,ANVISA/CMED 2026-06,2026-06
benzilpenicilina potássica + benzilpenicilina procaína,benzilpenicilina potássica + benzilpenicilina procaína 300.000 ui + 100.000 ui pó liofilizado para suspensão injetável,pó liofilizado para suspensão injetável,pó,300.000 ui + 100.000 ui,intramuscular,WONILIN,ANVISA/CMED 2026-06,2026-06
benzilpenicilina potássica + benzilpenicilina procaína,benzilpenicilina potássica + benzilpenicilina procaína 300.000 ui + 100.000 ui pó para solução injetável,pó para solução injetável,pó,300.000 ui + 100.000 ui,parenteral,FURP-BENZILPENICILINA PROCAINA + BENZILPENICILINA POTASSICA,ANVISA/CMED 2026-06,2026-06
benznidazol,benznidazol 100 mg comprimido,comprimido,comprimido,100 mg,oral,LAFEPE BENZNIDAZOL,ANVISA/CMED 2026-06,2026-06
benznidazol,"benznidazol 12,5 mg comprimido",comprimido,comprimido,"12,5 mg",oral,LAFEPE BENZNIDAZOL,ANVISA/CMED 2026-06,2026-06
benzoato de alogliptina,"benzoato de alogliptina 12,5 mg comprimido revestido",comprimido revestido,comprimido,"12,5 mg",oral,BENZOATO DE ALOGLIPTINA|NESINA,ANVISA/CMED 2026-06,2026-06
benzoato de alogliptina,benzoato de alogliptina 25 mg comprimido revestido,comprimido revestido,comprimido,25 mg,oral,BENZOATO DE ALOGLIPTINA|NESINA,ANVISA/CMED 2026-06,2026-06
benzoato de alogliptina + cloridrato de metformina,"benzoato de alogliptina + cloridrato de metformina 12,5 + 1000,0 mg comprimido revestido",comprimido revestido,comprimido,"12,5 + 1000,0 mg",oral,NESINA MET,ANVISA/CMED 2026-06,2026-06
benzoato de alogliptina + cloridrato de metformina,"benzoato de alogliptina + cloridrato de metformina 12,5 + 850,0 mg comprimido revestido",comprimido revestido,comprimido,"12,5 + 850,0 mg",oral,NESINA MET,ANVISA/CMED 2026-06,2026-06
benzoato de alogliptina + cloridrato de pioglitazona,"benzoato de alogliptina + cloridrato de pioglitazona 25,0 + 15,0 mg comprimido revestido",comprimido revestido,comprimido,"25,0 + 15,0 mg",oral,NESINA PIO,ANVISA/CMED 2026-06,2026-06
benzoato de alogliptina + cloridrato de pioglitazona,"benzoato de alogliptina + cloridrato de pioglitazona 25,0 + 30,0 mg comprimido revestido",comprimido revestido,comprimido,"25,0 + 30,0 mg",oral,NESINA PIO,ANVISA/CMED 2026-06,2026-06
benzoato de alogliptina + cloridrato de pioglitazona,"benzoato de alogliptina + cloridrato de pioglitazona 25,0 +30,0 mg comprimido revestido",comprimido revestido,comprimido,"25,0 +30,0 mg",oral,NESINA PIO,ANVISA/CMED 2026-06,2026-06
benzoato de benzila,benzoato de benzila 250 mg/ml emulsão,emulsão,emulsão,250 mg/ml,,ESCAB-IFAL,ANVISA/CMED 2026-06,2026-06
benzoato de benzila,"benzoato de benzila 0,25 g/ml emulsão tópica",emulsão tópica,emulsão,"0,25 g/ml",tópica,BENZODERM,ANVISA/CMED 2026-06,2026-06
benzoato de benzila,benzoato de benzila 250 mg/ml loção emulsão tópica,loção emulsão tópica,loção,250 mg/ml,tópica,SANASAR,ANVISA/CMED 2026-06,2026-06
benzoato de benzila,"benzoato de benzila 0,10 g/g sabonete",sabonete,sabonete,"0,10 g/g",tópica,SANASAR,ANVISA/CMED 2026-06,2026-06
benzoato de benzila,benzoato de benzila 100 mg/g sabonete,sabonete,sabonete,100 mg/g,tópica,BENZODERM,ANVISA/CMED 2026-06,2026-06
benzoato de rizatriptana,benzoato de rizatriptana 10 mg comprimido,comprimido,comprimido,10 mg,oral,AUROM|BENZOATO DE RIZATRIPTANA|ENRIZA|MAXALT|ZYPTAN,ANVISA/CMED 2026-06,2026-06
benzocaína,benzocaína 200 mg/g gel,gel,gel,200 mg/g,tópica,BENZOTOP,ANVISA/CMED 2026-06,2026-06
benzoilmetronidazol,benzoilmetronidazol 40 mg/ml suspensão oral,suspensão oral,suspensão,40 mg/ml,oral,BENZOILMETRONIDAZOL|FLAGIMAX|FURP METRONIDAZOL,ANVISA/CMED 2026-06,2026-06
beractanto,beractanto 25 mg/ml líquido,líquido,líquido,25 mg/ml,,SURVANTA,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino,besilato de anlodipino 10 mg comprimido,comprimido,comprimido,10 mg,oral,AMLODIL|AMLOVASC|ANLO|BESILAPIN|BESILATO DE ANLODIPINO|CORDAREX|KOPREXX|NORVASC,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino,"besilato de anlodipino 2,5 mg comprimido",comprimido,comprimido,"2,5 mg",oral,CORDAREX|PRESSAT,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino,besilato de anlodipino 5 mg comprimido,comprimido,comprimido,5 mg,oral,AMLODIL|AMLOVASC|ANLO|BESILAPIN|BESILATO DE ANLODIPINO|CORDAREX|KOPREXX|NORVASC,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino + hemifumarato de bisoprolol,"besilato de anlodipino + hemifumarato de bisoprolol 10,0 + 10,0 mg comprimido",comprimido,comprimido,"10,0 + 10,0 mg",oral,CONCOR ANLO,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino + hemifumarato de bisoprolol,"besilato de anlodipino + hemifumarato de bisoprolol 10,0 + 5,0 mg comprimido",comprimido,comprimido,"10,0 + 5,0 mg",oral,CONCOR ANLO,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino + hemifumarato de bisoprolol,"besilato de anlodipino + hemifumarato de bisoprolol 5,0 + 10,0 mg comprimido",comprimido,comprimido,"5,0 + 10,0 mg",oral,CONCOR ANLO,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino + hemifumarato de bisoprolol,"besilato de anlodipino + hemifumarato de bisoprolol 5,0 + 5,0 mg comprimido",comprimido,comprimido,"5,0 + 5,0 mg",oral,CONCOR ANLO,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino + olmesartana medoxomila,besilato de anlodipino + olmesartana medoxomila 20 + 5 mg comprimido revestido,comprimido revestido,comprimido,20 + 5 mg,oral,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO|OLZICAR ANLO,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino + olmesartana medoxomila,besilato de anlodipino + olmesartana medoxomila 20 mg + 5 mg comprimido revestido,comprimido revestido,comprimido,20 mg + 5 mg,oral,BENICARANLO|OLMESARTANA MEDOXOMILA+BESILATO DE ANLODIPINO|OLMY ANLO,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino + olmesartana medoxomila,"besilato de anlodipino + olmesartana medoxomila 20,0 + 5,0 mg comprimido revestido",comprimido revestido,comprimido,"20,0 + 5,0 mg",oral,OLMETECANLO,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino + olmesartana medoxomila,besilato de anlodipino + olmesartana medoxomila 40 + 10 mg comprimido revestido,comprimido revestido,comprimido,40 + 10 mg,oral,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO|OLZICAR ANLO,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino + olmesartana medoxomila,besilato de anlodipino + olmesartana medoxomila 40 + 5 mg comprimido revestido,comprimido revestido,comprimido,40 + 5 mg,oral,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO|OLZICAR ANLO,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino + olmesartana medoxomila,besilato de anlodipino + olmesartana medoxomila 40 mg + 10 mg comprimido revestido,comprimido revestido,comprimido,40 mg + 10 mg,oral,BENICARANLO|OLMESARTANA MEDOXOMILA+BESILATO DE ANLODIPINO|OLMY ANLO,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino + olmesartana medoxomila,besilato de anlodipino + olmesartana medoxomila 40 mg + 5 mg comprimido revestido,comprimido revestido,comprimido,40 mg + 5 mg,oral,BENICARANLO|OLMESARTANA MEDOXOMILA+BESILATO DE ANLODIPINO|OLMY ANLO,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino + olmesartana medoxomila,"besilato de anlodipino + olmesartana medoxomila 40,0 + 10,0 mg comprimido revestido",comprimido revestido,comprimido,"40,0 + 10,0 mg",oral,OLMETECANLO,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino + olmesartana medoxomila,"besilato de anlodipino + olmesartana medoxomila 40,0 + 5,0 mg comprimido revestido",comprimido revestido,comprimido,"40,0 + 5,0 mg",oral,OLMETECANLO,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino + perindopril arginina,besilato de anlodipino + perindopril arginina 14 mg + 10 mg comprimido,comprimido,comprimido,14 mg + 10 mg,oral,ACERTANLO,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino + perindopril arginina,"besilato de anlodipino + perindopril arginina 3,5 mg + 2,5 mg comprimido",comprimido,comprimido,"3,5 mg + 2,5 mg",oral,ACERTANLO,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino + perindopril arginina,besilato de anlodipino + perindopril arginina 7 mg + 5 mg comprimido,comprimido,comprimido,7 mg + 5 mg,oral,ACERTANLO,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino + telmisartana,besilato de anlodipino + telmisartana 40 mg + 5 mg comprimido,comprimido,comprimido,40 mg + 5 mg,oral,MICARDIS ANLO,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino + telmisartana,besilato de anlodipino + telmisartana 80 mg + 10 mg comprimido,comprimido,comprimido,80 mg + 10 mg,oral,MICARDIS ANLO,ANVISA/CMED 2026-06,2026-06
besilato de anlodipino + telmisartana,besilato de anlodipino + telmisartana 80 mg + 5 mg comprimido,comprimido,comprimido,80 mg + 5 mg,oral,MICARDIS ANLO,ANVISA/CMED 2026-06,2026-06
besilato de atracúrio,besilato de atracúrio 10 mg/ml solução injetável,solução injetável,solução,10 mg/ml,parenteral,BESILATO DE ATRACÚRIO|TRACRIUM|TRACUR,ANVISA/CMED 2026-06,2026-06
besilato de atracúrio,besilato de atracúrio 10 mg/ml solução para infusão,solução para infusão,solução,10 mg/ml,intravenosa,BESILATO DE ATRACÚRIO,ANVISA/CMED 2026-06,2026-06
